-1.0	1.0
-0.8947368421052633	1.0
-0.7894736842105263	1.0
-0.6842105263157894	1.0
-0.5789473684210527	1.0
-0.4736842105263159	1.0
-0.368421052631579	1.0
-0.2631578947368421	1.0
-0.1578947368421053	1.0
-0.05263157894736853	1.0
0.05263157894736836	1.0
0.1578947368421053	1.0
0.26315789473684204	1.0
0.368421052631579	1.0
0.4736842105263157	1.0
0.5789473684210527	1.0
0.6842105263157894	1.0
0.7894736842105263	1.0
0.894736842105263	1.0
1.0	1.0
1.0	1.0
1.0	0.8947368421052633
1.0	0.7894736842105263
1.0	0.6842105263157894
1.0	0.5789473684210527
1.0	0.4736842105263159
1.0	0.368421052631579
1.0	0.2631578947368421
1.0	0.1578947368421053
1.0	0.05263157894736853
1.0	-0.05263157894736836
1.0	-0.1578947368421053
1.0	-0.26315789473684204
1.0	-0.368421052631579
1.0	-0.4736842105263157
1.0	-0.5789473684210527
1.0	-0.6842105263157894
1.0	-0.7894736842105263
1.0	-0.894736842105263
1.0	-1.0
-1.0	-1.0
-0.8947368421052633	-1.0
-0.7894736842105263	-1.0
-0.6842105263157894	-1.0
-0.5789473684210527	-1.0
-0.4736842105263159	-1.0
-0.368421052631579	-1.0
-0.2631578947368421	-1.0
-0.1578947368421053	-1.0
-0.05263157894736853	-1.0
0.05263157894736836	-1.0
0.1578947368421053	-1.0
0.26315789473684204	-1.0
0.368421052631579	-1.0
0.4736842105263157	-1.0
0.5789473684210527	-1.0
0.6842105263157894	-1.0
0.7894736842105263	-1.0
0.894736842105263	-1.0
1.0	-1.0
-1.0	-1.0
-1.0	-0.8947368421052633
-1.0	-0.7894736842105263
-1.0	-0.6842105263157894
-1.0	-0.5789473684210527
-1.0	-0.4736842105263159
-1.0	-0.368421052631579
-1.0	-0.2631578947368421
-1.0	-0.1578947368421053
-1.0	-0.05263157894736853
-1.0	0.05263157894736836
-1.0	0.1578947368421053
-1.0	0.26315789473684204
-1.0	0.368421052631579
-1.0	0.4736842105263157
-1.0	0.5789473684210527
-1.0	0.6842105263157894
-1.0	0.7894736842105263
-1.0	0.894736842105263
-1.0	1.0
